,title,year,vote_count,vote_average,popularity,genres,weightedRating
7679,True Grit,2010,1701,7,10.730765,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]",6.569391818174933
8977,The Danish Girl,2015,1689,7,11.245661,"[{'id': 18, 'name': 'Drama'}]",6.567553837744577
739,The Wizard of Oz,1939,1689,7,22.064932,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",6.567553837744577
2037,"Lock, Stock and Two Smoking Barrels",1998,1671,7,4.60786,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",6.564767258335756
6381,Inside Man,2006,1671,7,13.393548,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.564767258335756
3741,Training Day,2001,1665,7,13.664622,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.563830400887961
6499,The Illusionist,2006,1657,7,11.494009,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",6.562574965616717
447,Mrs. Doubtfire,1993,1638,7,11.16553,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",6.559564142673201
129,Apollo 13,1995,1637,7,18.761467,"[{'id': 18, 'name': 'Drama'}]",6.559404529765566
1119,Grease,1978,1633,7,7.854899,"[{'id': 10749, 'name': 'Romance'}]",6.558764919588845
1809,The Thing,1982,1629,7,16.83125,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",6.558123449674748
7389,The Blind Side,2009,1626,7,12.753109,"[{'id': 18, 'name': 'Drama'}]",6.55764112190187
7578,Mr. Nobody,2009,1616,7,11.817059,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}]",6.556025730147203
1584,The Godfather: Part III,1990,1589,7,17.185349,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.551604654213728
5155,Man on Fire,2004,1583,7,9.635691,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",6.550610209002404
6849,There Will Be Blood,2007,1581,7,8.200627,"[{'id': 18, 'name': 'Drama'}]",6.550277746332434
1363,Jackie Brown,1997,1580,7,16.415498,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",6.55011133046
1012,Stand by Me,1986,1568,7,15.206957,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6.548104690542337
1566,The Goonies,1985,1563,7,14.280703,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",6.547263297622367
225,Interview with the Vampire,1994,1558,7,11.970205,"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",6.546418765645091
836,Alice in Wonderland,1951,1557,7,16.488937,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",6.546249481016311
1293,The Game,1997,1556,7,14.825587,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",6.546080069980251
8458,Lone Survivor,2013,1549,7,10.855502,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",6.544890641399679
3215,The Emperor's New Groove,2000,1544,7,12.297375,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",6.544037226010765
6251,Brokeback Mountain,2005,1531,7,11.787044,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.541803293674192
8436,The Book Thief,2013,1528,7,16.373622,"[{'id': 18, 'name': 'Drama'}]",6.541284658706271
6809,American Gangster,2007,1527,7,9.644542,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",6.541111519376123
5987,The Aviator,2004,1526,7,9.86738,"[{'id': 18, 'name': 'Drama'}]",6.54093824929584
1912,First Blood,1982,1523,7,14.778884,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",6.540417653071408
7355,Law Abiding Citizen,2009,1522,7,16.639047,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",6.5402438585066935
1141,Scream,1996,1520,7,13.326443,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",6.539895874748374
953,The Princess Bride,1987,1518,7,15.15267,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",6.539547363821807
3782,Mulholland Drive,2001,1517,7,18.184056,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",6.539372910295938
7607,The Town,2010,1516,7,13.081203,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.539198324528162
7663,The Fighter,2010,1512,7,14.141837,"[{'id': 18, 'name': 'Drama'}]",6.5384986560260785
2394,RoboCop,1987,1494,7,13.485583,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",6.535323673534284
7089,The Boy in the Striped Pyjamas,2008,1492,7,8.912738,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",6.534968198988334
1340,Anastasia,1997,1481,7,11.911173,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",6.533003326202313
5544,Collateral,2004,1476,7,13.455112,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",6.532104702676687
1727,Beetlejuice,1988,1475,7,10.627364,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",6.5319245628070775
4852,Mystic River,2003,1473,7,12.602438,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",6.5315638666236815
2210,The Iron Giant,1999,1470,7,15.441459,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",6.5310217788285385
2396,Who Framed Roger Rabbit,1988,1466,7,16.78596,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}]",6.530297040424626
732,Casablanca,1942,1462,7,13.916101,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.529570058595844
8733,Unbroken,2014,1437,7,10.543955,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",6.524974939218216
8673,The Judge,2014,1433,7,17.887943,"[{'id': 18, 'name': 'Drama'}]",6.524231376471434
7151,Coraline,2009,1432,7,16.639915,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",6.52404512192104
1743,The Untouchables,1987,1424,7,11.062203,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]",6.522549819130971
6876,In Bruges,2008,1414,7,9.895652,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",6.520667426050743
1308,The Devil's Advocate,1997,1414,7,10.920124,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6.520667426050743
7877,Moneyball,2011,1409,7,15.785663,"[{'id': 18, 'name': 'Drama'}]",6.519720652380147
6285,Pride & Prejudice,2005,1406,7,14.439083,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.519150790790659
8954,Straight Outta Compton,2015,1381,7,21.183077,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",6.514348829366103
1646,Peter Pan,1953,1380,7,16.861533,"[{'id': 16, 'name': 'Animation'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",6.51415475520904
879,Dirty Dancing,1987,1371,7,14.044122,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",6.5124010826321905
4136,Lilo & Stitch,2002,1371,7,18.469238,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",6.5124010826321905
1561,Lethal Weapon,1987,1367,7,13.183804,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",6.511617602408252
6395,Lucky Number Slevin,2006,1356,7,11.15092,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",6.509449991702349
6213,Lord of War,2005,1356,7,8.745216,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.509449991702349
3374,Blow,2001,1352,7,12.332223,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",6.5086569913656245
3417,Moulin Rouge!,2001,1348,7,13.691781,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",6.507861423022629
15,Casino,1995,1343,7,10.137389,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",6.506863332292976
1287,L.A. Confidential,1997,1340,7,10.989442,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6.506262532259219
2338,Ferris Bueller's Day Off,1986,1340,7,12.724645,"[{'id': 35, 'name': 'Comedy'}]",6.506262532259219
1256,Contact,1997,1338,7,14.374866,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",6.505861184943548
7985,The Vow,2012,1328,7,9.524298,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.503844621055788
1454,Fear and Loathing in Las Vegas,1998,1321,7,9.220346,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",6.502423205138374
3860,The Royal Tenenbaums,2001,1317,7,9.707542,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.501607304843446
2137,Notting Hill,1999,1309,7,9.874043,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.499967450619026
7135,Ip Man,2008,1309,7,6.004257,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",6.499967450619026
9090,Hell or High Water,2016,1304,7,12.565896,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}]",6.498937050541997
7883,Warrior,2011,1297,7,13.121626,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",6.497487335469581
7887,50/50,2011,1287,7,11.869481,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.495401701434009
6186,Serenity,2005,1287,7,11.919995,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",6.495401701434009
543,The Aristocats,1970,1287,7,9.834047,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",6.495401701434009
8570,Begin Again,2013,1285,7,10.289628,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",6.494982495403798
5620,The Machinist,2004,1280,7,10.737565,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",6.493931426671288
5633,Finding Neverland,2004,1269,7,15.529604,"[{'id': 18, 'name': 'Drama'}]",6.491603604346869
2168,Eyes Wide Shut,1999,1266,7,13.268484,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",6.4909650223727615
8461,Saving Mr. Banks,2013,1256,7,15.130888,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",6.488824781128112
6526,Apocalypto,2006,1252,7,7.735233,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.487963636891468
406,The Fugitive,1993,1240,7,10.08937,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",6.485362707177067
881,Platoon,1986,1236,7,18.206972,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",6.484489848810679
8785,Brooklyn,2015,1235,7,7.991613,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",6.484271171390134
871,Life of Brian,1979,1230,7,10.714173,"[{'id': 35, 'name': 'Comedy'}]",6.483174995508886
832,Mary Poppins,1964,1217,7,15.11549,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",6.480303009077158
6735,Stardust,2007,1215,7,14.784525,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",6.47985832952644
1090,A Nightmare on Elm Street,1984,1212,7,13.694713,"[{'id': 27, 'name': 'Horror'}]",6.479189881526346
6666,Sunshine,2007,1210,7,12.715571,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",6.478743294218445
7370,Fantastic Mr. Fox,2009,1206,7,8.695893,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",6.477847818001676
8565,Chef,2014,1203,7,8.720309,"[{'id': 35, 'name': 'Comedy'}]",6.477174189143847
6560,Perfume: The Story of a Murderer,2006,1198,7,10.297304,"[{'id': 80, 'name': 'Crime'}, {'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",6.476047603617955
8127,End of Watch,2012,1186,7,7.45279,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.473323886430039
1186,Donnie Brasco,1997,1175,7,12.201954,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",6.470802150010927
6126,Crash,2004,1172,7,9.785147,"[{'id': 18, 'name': 'Drama'}]",6.470110207215439
2435,Robin Hood,1973,1155,7,11.179855,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",6.466154763956751
7065,Changeling,2008,1151,7,11.672394,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",6.465215474371031
7397,Invictus,2009,1150,7,9.109838,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",6.4649801352909275
6607,Bridge to Terabithia,2007,1146,7,8.460206,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",6.464036704035929
3226,"O Brother, Where Art Thou?",2000,1144,7,12.434175,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",6.463563739602499
6843,The Bucket List,2007,1138,7,9.070643,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",6.462139824559858
8379,The Butler,2013,1134,7,11.061894,"[{'id': 18, 'name': 'Drama'}]",6.461186340823924
6298,Match Point,2005,1134,7,9.020372,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",6.461186340823924
1019,Unforgiven,1992,1133,7,10.942149,"[{'id': 37, 'name': 'Western'}]",6.460947441445022
8361,Blue Jasmine,2013,1126,7,12.61244,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",6.459269195621376
2405,Being John Malkovich,1999,1124,7,11.416319,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",6.458787775745683
7939,The Hunger Games,2012,9634,6,20.031667,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",5.991318736699556
8296,Iron Man 3,2013,8951,6,23.721243,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",5.990730126812705
8717,Jurassic World,2015,8842,6,32.790475,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.990628724201668
8098,Skyfall,2012,7718,6,20.309585,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",5.989437226758416
7833,Captain America: The First Avenger,2011,7174,6,19.323582,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",5.9887446192848826
7516,Iron Man 2,2010,6969,6,19.083344,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.988459458120364
8076,The Amazing Spider-Man,2012,6734,6,31.102267,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",5.988114258367077
7777,Thor,2011,6678,6,29.158489,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",5.988028929213258
8323,Man of Steel,2013,6462,6,18.538834,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",5.9876879989762015
8561,Lucy,2014,6048,6,36.447603,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.986977136482637
8700,The Hunger Games: Mockingjay - Part 1,2014,5767,6,147.098006,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",5.986445969088034
8332,World War Z,2013,5683,6,26.114917,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.986278669796794
4083,Spider-Man,2002,5398,6,29.413341,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",5.985678924519217
8312,Fast & Furious 6,2013,5282,6,1.657637,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",5.98541953335755
8042,Prometheus,2012,5152,6,16.624854,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]",5.985117439027652
7794,Pirates of the Caribbean: On Stranger Tides,2011,5068,6,27.88772,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",5.984915491637875
6833,I Am Legend,2007,4977,6,11.379355,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.984690438311162
8330,Pacific Rim,2013,4903,6,33.949359,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",5.9845024163433305
8425,Thor: The Dark World,2013,4873,6,34.905447,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",5.984424868972063
8288,Oblivion,2013,4862,6,14.654053,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]",5.984396240130189
8771,X-Men: Apocalypse,2016,4831,6,28.712522,"[{'id': 878, 'name': 'Science Fiction'}]",5.984314989658868
8069,Ted,2012,4811,6,19.638605,"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]",5.984262119431541
8485,Divergent,2014,4784,6,21.572585,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.984190176661774
8117,Looper,2012,4777,6,12.727269,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.984171417336526
7470,Alice in Wonderland,2010,4773,6,17.285093,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",5.984160677720782
8058,Brave,2012,4760,6,15.876341,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}]",5.984125673098583
8906,Minions,2015,4729,6,547.488298,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",5.984041572860359
6701,Pirates of the Caribbean: At World's End,2007,4627,6,31.363664,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",5.983758454697029
8909,Spectre,2015,4552,6,24.926577,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]",5.9835437860276155
2102,Star Wars: Episode I - The Phantom Menace,1999,4526,6,15.649091,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.983468036866211
1252,Men in Black,1997,4521,6,15.781024,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",5.983453389700377
5484,Spider-Man 2,2004,4432,6,10.834506,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",5.983188257855953
9062,Finding Dory,2016,4333,6,14.477677,"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.9828831725327385
8540,The Amazing Spider-Man 2,2014,4274,6,26.23687,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",5.982696030582445
8038,Men in Black 3,2012,4228,6,10.684385,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",5.982547259912361
3031,X-Men,2000,4172,6,0.954467,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.982362658551509
8011,21 Jump Street,2012,4151,6,11.250764,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",5.982292422238992
8893,The Hunger Games: Mockingjay - Part 2,2015,4117,6,26.628178,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",5.982177512584476
6727,Transformers,2007,4113,6,5.587707,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",5.982163895678479
8354,The Wolverine,2013,4110,6,3.918287,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",5.98215366933627
7208,X-Men Origins: Wolverine,2009,4086,6,1.456541,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",5.982071434497178
4101,Star Wars: Episode II - Attack of the Clones,2002,4074,6,14.072511,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.982030032221365
7949,Mission: Impossible - Ghost Protocol,2011,4026,6,14.25843,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",5.9818624930920485
6430,Cars,2006,3991,6,18.907948,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",5.981738346195311
8831,Insurgent,2015,3921,6,27.887186,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",5.981484883101697
5490,"I, Robot",2004,3889,6,14.43075,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",5.981366655911542
7799,The Hangover Part II,2011,3836,6,21.893532,"[{'id': 35, 'name': 'Comedy'}]",5.981167485365259
