,0
4930,76077
4931,79592
4932,86293
4933,87483
4934,88672
4935,90522
4936,91094
4937,93272
4938,95088
4939,95201
4940,99117
4941,102993
4942,103801
4943,105197
4944,842
4945,998
4946,1312
4947,1355
4948,8336
4949,888
4950,1495
4951,1869
4952,3054
4953,3286
4954,3563
4955,3754
4956,3945
4957,4241
4958,4516
4959,4598
4960,5323
4961,5443
4962,5482
4963,5672
4964,6464
4965,6951
4966,7117
4967,8811
4968,8967
4969,8978
4970,31422
4971,33158
4972,34530
4973,39400
4974,42721
4975,50440
4976,54274
4977,58291
4978,58315
4979,66639
4980,74698
4981,90890
4982,55
4983,205
4984,206
4985,219
4986,453
4987,897
4988,1024
4989,3274
4990,8859
4991,4599
4992,2367
4993,27731
4994,68522
4995,48346
4996,81018
4997,88267
4998,91488
4999,114554
5000,115664
5001,118468
5002,162716
5003,5649
5004,42
5005,387
5006,886
5007,1382
5008,1744
5009,2260
5010,2322
5011,2475
5012,2477
5013,2748
5014,2812
5015,2822
5016,2835
5017,2902
5018,3165
5019,3401
5020,3412
5021,3841
5022,3938
5023,3961
5024,3962
5025,533
5026,544
5027,990
5028,4466
5029,4568
5030,4613
5031,4620
5032,4788
5033,5027
5034,5888
5035,6686
5036,7376
5037,26184
5038,26347
5039,26746
5040,27049
5041,27134
5042,31420
5043,31664
5044,32460
5045,34520
5046,36363
5047,42946
5048,58299
5049,58627
5050,59103
5051,60904
5052,60979
5053,61350
5054,63515
5055,71135
5056,71838
5057,72356
5058,72489
5059,72737
5060,74532
5061,74553
5062,74580
5063,74727
5064,74851
5065,75805
5066,79134
5067,79274
5068,81981
5069,82852
5070,82854
5071,84392
5072,84844
5073,85025
5074,85774
5075,86835
5076,89753
5077,91414
5078,94015
5079,94405
5080,95311
5081,95377
5082,95654
5083,95858
5084,96811
5085,97065
5086,97172
5087,97836
5088,98203
5089,99728
5090,99813
5091,100469
5092,101362
5093,102666
5094,103339
5095,103655
5096,103659
5097,104076
5098,104419
5099,104780
5100,105468
5101,106330
5102,106785
5103,107069
5104,107408
5105,107412
5106,108054
5107,109731
5108,109846
5109,109850
5110,110639
5111,111364
5112,112171
5113,116225
5114,117368
5115,117444
5116,117922
5117,122888
5118,122890
5119,123180
5120,126090
5121,127044
5122,127052
5123,129713
5124,130520
5125,130978
5126,131237
5127,133712
5128,133716
5129,134083
5130,134109
5131,134250
5132,134252
5133,135567
5134,135753
5135,136451
5136,137857
5137,140715
5138,140940
5139,140942
5140,141816
5141,141818
5142,141830
5143,141836
5144,141844
5145,145994
5146,146028
5147,146662
5148,147206
5149,147212
5150,147250
5151,147262
5152,147286
5153,147300
5154,147326
5155,147328
5156,147330
5157,148855
5158,151573
5159,151769
5160,156025
5161,158402
5162,158813
5163,159690
5164,159811
5165,160335
5166,160563
5167,160569
5168,160573
5169,161354
5170,162350
5171,162578
5172,162598
5173,163072
5174,163112
5175,163386
5176,164923
5177,165101
5178,165347
5179,166183
5180,167370
5181,167762
5182,168026
5183,168366
5184,169984
5185,170777
5186,171835
5187,172155
5188,172535
5189,172577
5190,172583
5191,172585
5192,172587
5193,172589
5194,172597
5195,172637
5196,172791
5197,172825
5198,172909
5199,173351
5200,938
5201,1461
5202,1498
5203,1612
5204,1685
5205,1902
5206,2154
5207,2190
5208,2768
5209,3061
5210,3514
5211,3667
5212,3830
5213,3912
5214,3914
5215,4378
5216,4729
5217,5051
5218,5095
5219,5452
5220,5559
5221,5665
5222,5787
5223,6183
5224,6319
5225,422
5226,2905
5227,3420
5228,4826
5229,5572
5230,5900
5231,6232
5232,6270
5233,7236
5234,7261
5235,7304
5236,7616
5237,26152
5238,26256
5239,26811
5240,32518
5241,37785
5242,47458
5243,58652
5244,61986
5245,67193
5246,72171
5247,78898
5248,79533
5249,80126
5250,57476
5251,8253
5252,255
5253,1016
5254,2043
5255,2092
5256,2111
5257,2247
5258,2261
5259,2374
5260,2787
5261,2891
5262,3359
5263,3480
5264,3716
5265,3773
5266,3774
5267,3786
5268,3846
5269,4081
5270,4116
5271,4162
5272,4293
5273,4322
5274,4335
5275,4477
5276,4478
5277,4509
5278,4524
5279,4603
5280,4696
5281,4719
5282,4802
5283,4915
5284,5021
5285,5033
5286,5139
5287,5215
5288,5278
5289,5483
5290,5650
5291,5651
5292,5680
5293,5723
5294,5745
5295,5773
5296,5836
5297,6100
5298,6442
5299,6582
5300,6636
5301,6974
5302,7028
5303,7107
5304,7137
5305,7155
5306,7586
5307,8986
5308,25999
5309,26425
5310,26491
5311,26513
5312,26700
5313,31251
5314,32721
5315,34528
5316,37739
5317,42730
5318,45928
5319,47644
5320,48061
5321,49220
5322,51088
5323,51834
5324,52299
5325,56788
5326,58156
5327,58162
5328,58839
5329,59258
5330,62155
5331,62344
5332,62799
5333,67997
5334,68073
5335,70497
5336,71211
5337,71518
5338,72733
5339,74916
5340,74946
5341,76763
5342,77421
5343,79008
5344,79897
5345,80553
5346,81641
5347,83976
5348,84615
5349,87522
5350,87660
5351,88127
5352,88724
5353,89904
5354,90863
5355,92665
5356,94896
5357,95309
5358,95558
5359,95873
5360,96488
5361,97870
5362,98836
5363,100106
5364,101070
5365,101106
5366,101895
5367,102800
5368,103341
5369,104155
5370,105037
5371,105211
5372,105404
5373,105869
5374,106332
5375,106438
5376,106452
5377,106766
5378,107042
5379,107348
5380,107354
5381,108575
5382,108928
5383,109452
5384,111795
5385,112421
5386,114028
5387,114378
5388,114601
5389,115231
5390,118200
5391,127108
5392,127146
5393,127196
5394,130351
5395,130452
5396,131930
5397,132492
5398,141924
5399,141926
5400,143355
5401,143859
5402,144618
5403,150604
5404,151455
5405,155181
5406,155509
5407,155659
5408,158972
5409,159976
5410,160567
5411,160710
5412,161131
5413,167564
5414,171763
5415,166643
5416,1444
5417,1572
5418,1723
5419,1963
5420,2178
5421,2548
5422,2629
5423,2920
5424,3017
5425,4349
5426,4546
5427,6935
5428,7036
5429,26003
5430,26206
5431,27550
5432,27751
5433,41863
5434,59684
5435,69529
5436,77455
5437,77854
5438,312
5439,1398
5440,1414
5441,1621
5442,1661
5443,170957
5444,112818
5445,1791
5446,841
5447,1406
5448,4645
5449,6035
5450,6509
5451,6643
5452,6858
5453,7238
5454,7248
5455,7700
5456,8711
5457,8832
5458,8938
5459,846
5460,952
5461,1151
5462,1162
5463,1238
5464,1482
5465,2041
5466,2147
5467,3296
5468,4263
5469,5034
5470,179
5471,217
5472,287
5473,310
5474,360
5475,415
5476,445
5477,5081
5478,6060
5479,6554
5480,6702
5481,7164
5482,7258
5483,7377
5484,8815
5485,27648
5486,33672
5487,2443
5488,1821
5489,2796
5490,2978
5491,3855
5492,4654
5493,4992
5494,5282
5495,5364
5496,5628
5497,8605
5498,8623
5499,26101
5500,26999
5501,27193
5502,27722
5503,32840
5504,34534
5505,36289
5506,42191
5507,48872
5508,51024
5509,51277
5510,53129
5511,54276
5512,54372
5513,54780
5514,54908
5515,55253
5516,63222
5517,63479
5518,64501
5519,64993
5520,65230
5521,66371
5522,69640
5523,72228
5524,73168
5525,74228
5526,78174
5527,78729
5528,79494
5529,80139
5530,81456
5531,81535
5532,81784
5533,83803
5534,84942
5535,86059
5536,86578
5537,89118
5538,89343
5539,91386
5540,91483
5541,91653
5542,93164
5543,93265
5544,94985
5545,95170
5546,95856
5547,96430
5548,96567
5549,97024
5550,98083
5551,98373
5552,99912
5553,99957
5554,100108
5555,100487
5556,100507
5557,100527
5558,100737
5559,101360
5560,101415
5561,103048
5562,103235
5563,103259
5564,103366
5565,103755
5566,104218
5567,104245
5568,104441
5569,104879
5570,104881
5571,104908
5572,105351
5573,105731
5574,105755
5575,106011
5576,106062
5577,106491
5578,106841
5579,107017
5580,107312
5581,107314
5582,107436
5583,107702
5584,108156
5585,108188
5586,108540
5587,108729
5588,108983
5589,109189
5590,109191
5591,110286
5592,110591
5593,110655
5594,110669
5595,110809
5596,110968
5597,111113
5598,111617
5599,111924
5600,112091
5601,112727
5602,112788
5603,112911
5604,113453
5605,113604
5606,114246
5607,114453
5608,114494
5609,114700
5610,114713
5611,115147
5612,115216
5613,115913
5614,116660
5615,116770
5616,116887
5617,116897
5618,117192
5619,117466
5620,117545
5621,117590
5622,117887
5623,118896
5624,118900
5625,119655
5626,122884
5627,128620
5628,129659
5629,130450
5630,130588
5631,132424
5632,132632
5633,133169
5634,133185
5635,133195
5636,133645
5637,134214
5638,134246
5639,134775
5640,134849
5641,134881
5642,135141
5643,135442
5644,135530
5645,135532
5646,135534
5647,135633
5648,136018
5649,136204
5650,136598
5651,138702
5652,139642
5653,139644
5654,139721
5655,139747
5656,139915
5657,140174
5658,140267
5659,140359
5660,140523
5661,141004
5662,141866
5663,142032
5664,142456
5665,142492
5666,142509
5667,142536
5668,142604
5669,145839
5670,146688
5671,147370
5672,147372
5673,147374
5674,147376
5675,147378
5676,147380
5677,147382
5678,147384
5679,148652
5680,148677
5681,148867
5682,148888
5683,150294
5684,150596
5685,151315
5686,151501
5687,151639
5688,151645
5689,151687
5690,151777
5691,152055
5692,152059
5693,152061
5694,152071
5695,152077
5696,152091
5697,152228
5698,152970
5699,155545
5700,155743
5701,156706
5702,157055
5703,157200
5704,157274
5705,157326
5706,157338
5707,157407
5708,157432
5709,157667
5710,157957
5711,158428
5712,158528
5713,159155
5714,159191
5715,159447
5716,159944
5717,160187
5718,160418
5719,160571
5720,160718
5721,161586
5722,161634
5723,161650
5724,162162
5725,162322
5726,164141
5727,164367
5728,166534
5729,4272
5730,4741
5731,4928
5732,5194
5733,6344
5734,6672
5735,6750
5736,7934
5737,8254
5738,8973
5739,26225
5740,27370
5741,27636
5742,27768
5743,27850
5744,32902
5745,36537
5746,46363
5747,47491
5748,48032
5749,48741
5750,49666
5751,50245
5752,50651
5753,50912
5754,52579
5755,53318
5756,55031
5757,57845
5758,57980
5759,59118
5760,60291
5761,62644
5762,65133
5763,66511
5764,66762
5765,67618
5766,68536
5767,68749
5768,68886
5769,69604
5770,70344
5771,72386
5772,73587
5773,74582
5774,75816
5775,76151
5776,76738
5777,77810
5778,78034
5779,79357
5780,79987
5781,80860
5782,81257
5783,81791
5784,81949
5785,82726
5786,84857
5787,85344
5788,86377
5789,86478
5790,88578
5791,89074
5792,90531
5793,92427
5794,92751
5795,95939
5796,99549
5797,100745
5798,100843
5799,103980
5800,106983
5801,107978
5802,5830
5803,8147
5804,3145
5805,4079
5806,4495
5807,4564
5808,4392
5809,26776
5810,62113
5811,71462
5812,73266
5813,74868
5814,81020
5815,81819
5816,86345
5817,86347
5818,88977
5819,91233
5820,92494
5821,92496
5822,92498
5823,92500
5824,92535
5825,93432
5826,96071
5827,96606
5828,98122
5829,98961
5830,100344
5831,101088
5832,101893
5833,102194
5834,104272
5835,104944
5836,105835
5837,106195
5838,108192
5839,112070
5840,113642
5841,114184
5842,116781
5843,116893
5844,116951
5845,118202
5846,118246
5847,121190
5848,121457
5849,122896
5850,122926
5851,127114
5852,128512
5853,128604
5854,132344
5855,134021
5856,136562
5857,137337
5858,139415
5859,143444
5860,145150
5861,146866
5862,147410
5863,148667
5864,150696
5865,151317
5866,151597
5867,152083
5868,156387
5869,156605
5870,158260
5871,159193
5872,159415
5873,160581
5874,161582
5875,162842
5876,164981
5877,165549
5878,167064
5879,170729
5880,170827
5881,173291
5882,174055
5883,35
5884,108
5885,178
5886,526
5887,559
5888,1865
5889,2182
5890,2943
5891,3055
5892,3249
5893,3250
5894,4429
5895,4688
5896,4692
5897,4707
5898,4784
5899,2771
5900,4440
5901,2800
5902,5069
5903,4053
5904,5170
5905,26587
5906,335
5907,47264
5908,67267
5909,113225
5910,3710
5911,5288
5912,5923
5913,88812
5914,4721
5915,43917
5916,49647
5917,59810
5918,60514
5919,62437
5920,68159
5921,6938
5922,1670
5923,1889
5924,2165
5925,2320
5926,2585
5927,2767
5928,2952
5929,2969
5930,3007
5931,3470
5932,3550
5933,3659
5934,3736
5935,4273
5936,4350
5937,4380
5938,4768
5939,4847
5940,4850
5941,4961
5942,5002
5943,5059
5944,5401
5945,5422
5946,5425
5947,5686
5948,5777
5949,5818
5950,6002
5951,6215
5952,6285
5953,6335
5954,6591
5955,6869
5956,6954
5957,7008
5958,7084
5959,7136
5960,7365
5961,7442
5962,7809
5963,7941
5964,8042
5965,8512
5966,8573
5967,8577
5968,8598
5969,8753
5970,8787
5971,8930
5972,8951
5973,8987
5974,9018
5975,26085
5976,26939
5977,27700
5978,27912
5979,30846
5980,31255
5981,31263
5982,31804
5983,32239
5984,33138
5985,36276
5986,37736
5987,38198
5988,44301
5989,47937
5990,50514
5991,50858
5992,53468
5993,55094
5994,55553
5995,55946
5996,56001
5997,764
5998,781
5999,1900
6000,2691
6001,3150
6002,3200
6003,3992
6004,6322
6005,6770
6006,6950
6007,27685
6008,38159
6009,41025
6010,43908
6011,43921
6012,47254
6013,47423
6014,47830
6015,48696
6016,50442
6017,52606
6018,52717
6019,53207
6020,53999
6021,55190
6022,55241
6023,55245
6024,55261
6025,55274
6026,56633
6027,56671
6028,57949
6029,58154
6030,58806
6031,59016
6032,59985
6033,59995
6034,60418
6035,60753
6036,61449
6037,62439
6038,62553
6039,62792
6040,62970
6041,63433
6042,64575
6043,65130
6044,66665
6045,66783
6046,67186
6047,67534
6048,67620
6049,68444
6050,68552
6051,68650
6052,69069
6053,69304
6054,69934
6055,69992
6056,70663
6057,70728
6058,71205
6059,71429
6060,71466
6061,71668
6062,71670
6063,71902
6064,71926
6065,72395
6066,72605
6067,72701
6068,73027
6069,74416
6070,75813
6071,75985
6072,76111
6073,77364
6074,77837
6075,78218
6076,79946
6077,80241
6078,80880
6079,80939
6080,81383
6081,81512
6082,81786
6083,82053
6084,82093
6085,82447
6086,82499
6087,83302
6088,84242
6089,84950
6090,85007
6091,86487
6092,87298
6093,88235
6094,88515
6095,88837
6096,88932
6097,89039
6098,89085
6099,89087
6100,89470
6101,89761
6102,89804
6103,90310
6104,90430
6105,90471
6106,90870
6107,90914
6108,91470
6109,91622
6110,91626
6111,91628
6112,91690
6113,91842
6114,91978
6115,92008
6116,92048
6117,92694
6118,93287
6119,93502
6120,93512
6121,93563
6122,93740
6123,93790
6124,93982
6125,94266
6126,94841
6127,95067
6128,95135
6129,95199
6130,95567
6131,95583
6132,95720
6133,96432
6134,96530
6135,96655
6136,96693
6137,96751
6138,97005
6139,97311
6140,97860
6141,97904
6142,97957
6143,99024
6144,99525
6145,99741
6146,100244
6147,100302
6148,100390
6149,100438
6150,101283
6151,101763
6152,101997
6153,103055
6154,103255
6155,103543
6156,103883
6157,107640
6158,108134
6159,109569
6160,110611
6161,111443
6162,111622
6163,112303
6164,112515
6165,112804
6166,112940
6167,112946
6168,113188
6169,113252
6170,113378
6171,114007
6172,114042
6173,114060
6174,114265
6175,114459
6176,116841
6177,140131
6178,140301
6179,144760
6180,149334
6181,156369
6182,161580
6183,161956
6184,163645
6185,164949
6186,165527
6187,166492
6188,166788
6189,167018
6190,167234
6191,167636
6192,168612
6193,169028
6194,169982
6195,172813
6196,173835
6197,49
6198,149
6199,321
6200,506
6201,696
6202,1046
6203,1056
6204,1669
6205,1696
6206,1860
6207,2304
6208,2725
6209,3171
6210,3293
6211,3333
6212,3402
6213,3795
6214,3854
6215,4024
6216,4216
6217,4313
6218,4612
6219,4659
6220,4705
6221,4706
6222,4723
6223,4872
6224,5367
6225,5890
6226,6683
6227,6684
6228,7286
6229,8017
6230,8123
6231,8629
6232,8667
6233,8691
6234,8754
6235,25753
6236,26838
6237,27857
6238,32300
6239,32659
6240,33310
6241,33603
6242,47049
6243,49265
6244,49422
6245,49961
6246,56333
6247,58376
6248,901
6249,4954
6250,5016
6251,2680
6252,2813
6253,4563
6254,6710
6255,6998
6256,8814
6257,25971
6258,1286
6259,2017
6260,2941
6261,3214
6262,3528
6263,3711
6264,72167
6265,76210
6266,91323
6267,117
6268,612
6269,626
6270,660
6271,1447
6272,1099
6273,4704
6274,5209
6275,7027
6276,7730
6277,8726
6278,8780
6279,26181
6280,26476
6281,3792
6282,7263
6283,91128
6284,98795
6285,26471
6286,44929
6287,91266
6288,118496
6289,160402
6290,860
6291,1881
6292,2893
6293,2914
6294,3120
6295,487
6296,1311
6297,1655
6298,3426
6299,3437
6300,4200
6301,4233
6302,4492
6303,4502
6304,4630
6305,4682
6306,4740
6307,4976
6308,87
6309,1602
6310,1646
6311,2142
6312,2566
6313,4811
6314,5062
6315,5096
6316,5879
6317,6249
6318,6298
6319,6794
6320,8701
6321,8869
6322,8946
6323,26133
6324,26211
6325,27899
6326,31698
6327,34323
6328,40962
6329,42013
6330,42728
6331,43904
6332,48416
6333,48518
6334,50147
6335,51937
6336,52375
6337,54248
6338,59105
6339,60293
6340,60487
6341,66798
6342,75395
6343,86815
6344,87192
6345,88954
6346,97866
6347,99106
6348,110407
6349,941
6350,6176
6351,2931
6352,7063
6353,7071
6354,7564
6355,26947
6356,27843
6357,39427
6358,43444
6359,53887
6360,64197
6361,71867
6362,73344
6363,86884
6364,90357
6365,93457
6366,96832
6367,98056
6368,100556
6369,103984
6370,110882
6371,116799
6372,120478
6373,131724
6374,140525
6375,141890
6376,144982
6377,147010
6378,47894
6379,2057
6380,6329
6381,6705
6382,49817
6383,54256
6384,85565
6385,89030
6386,91490
6387,96110
6388,111663
6389,114044
6390,156726
6391,163034
6392,163937
6393,13
6394,33463
6395,47124
6396,57504
6397,64285
6398,65982
6399,66335
6400,2765
6401,4126
6402,6614
6403,7698
6404,49225
6405,66427
6406,26242
6407,26444
6408,42351
6409,56921
6410,123288
6411,127
6412,2996
6413,1976
6414,2903
6415,4302
6416,5684
6417,6530
6418,7234
6419,26246
6420,32600
6421,34155
6422,39869
6423,55069
6424,189
6425,228
6426,271
6427,275
6428,283
6429,404
6430,407
6431,429
6432,449
6433,538
6434,664
6435,697
6436,988
6437,1123
6438,1191
6439,1392
6440,1454
6441,1535
6442,1797
6443,2267
6444,2271
6445,2330
6446,2479
6447,2491
6448,2499
6449,2589
6450,2849
6451,2883
6452,3045
6453,102369
6454,1609
6455,2212
6456,3344
6457,3837
6458,4125
6459,4595
6460,5120
6461,5771
6462,5898
6463,7492
6464,7624
6465,8363
6466,27473
6467,41411
6468,55257
6469,55278
6470,56379
6471,58301
6472,59915
6473,65111
6474,66140
6475,68548
6476,68901
6477,69280
6478,71500
6479,79860
6480,504
6481,1762
6482,3926
6483,4625
6484,4812
6485,4836
6486,5012
6487,5045
6488,5117
6489,5141
6490,5497
6491,1465
6492,1581
6493,1624
6494,3238
6495,3903
6496,4339
6497,34332
6498,83910
6499,537
6500,51666
6501,1430
6502,1631
6503,3132
6504,4174
6505,5256
6506,5498
6507,5993
6508,8268
6509,26064
6510,38388
6511,40952
6512,43376
6513,6186
6514,6219
6515,7316
6516,7372
6517,27689
6518,30848
6519,33495
6520,33830
6521,38992
6522,41575
6523,51931
6524,57464
6525,66915
6526,70994
6527,8908
6528,64997
6529,433
6530,1332
6531,3571
6532,3747
6533,3794
6534,4158
6535,4521
6536,4547
6537,4570
6538,4590
6539,4611
6540,4680
6541,5450
6542,5655
6543,5657
6544,5658
6545,5696
6546,5893
6547,6190
6548,83219
6549,2438
6550,5477
6551,5809
6552,69654
6553,133710
6554,136786
6555,1389
6556,1598
6557,1626
6558,2364
6559,2536
6560,2970
6561,3188
6562,3430
6563,3783
6564,4218
6565,4470
6566,4717
6567,4735
6568,4949
6569,5140
6570,5429
6571,5460
6572,5529
6573,5634
6574,5648
6575,5940
6576,5951
6577,6162
6578,6204
6579,6340
6580,6856
6581,6915
6582,7016
6583,7047
6584,7135
6585,7420
6586,7587
6587,8125
6588,8364
6589,8751
6590,8834
6591,8835
6592,26142
6593,26257
6594,26339
6595,26400
6596,26483
6597,26828
6598,27366
6599,27450
6600,32076
6601,32493
6602,32584
6603,32657
6604,33237
6605,33725
6606,40436
6607,42740
6608,43926
6609,45508
6610,46098
6611,46803
6612,46850
6613,52199
6614,52462
6615,53140
6616,55063
6617,55073
6618,58365
6619,59014
6620,59721
6621,59731
6622,60201
6623,66941
6624,73334
6625,73804
6626,74486
6627,76301
6628,168266
6629,2275
6630,27668
6631,71468
6632,74948
6633,78088
6634,80846
6635,94558
6636,104883
6637,113829
6638,120942
6639,120944
6640,131170
6641,136457
6642,148671
6643,167854
6644,167964
6645,170705
6646,172321
6647,172877
6648,172879
6649,172887
6650,172889
6651,174711
6652,3143
6653,603
6654,4449
6655,4921
6656,2828
6657,3306
6658,3310
6659,3629
6660,27808
6661,67788
6662,69436
6663,79796
6664,85438
6665,87234
6666,87308
6667,97936
6668,99296
6669,100810
6670,109848
6671,109895
6672,114707
6673,133802
6674,164540
6675,165119
6676,45361
6677,65813
6678,1318
6679,2673
6680,2965
6681,67138
6682,753
6683,869
6684,931
6685,973
6686,1050
6687,1596
6688,1649
6689,1814
6690,1841
6691,2015
6692,2051
6693,2069
6694,2102
6695,2170
6696,2181
6697,2255
6698,2314
6699,2361
6700,2390
6701,2439
6702,2538
6703,2613
6704,2654
6705,2757
6706,2988
6707,3086
6708,3118
6709,3125
6710,3194
6711,3341
6712,3422
6713,3549
6714,3606
6715,3720
6716,3813
6717,4410
6718,4452
6719,4628
6720,4911
6721,5122
6722,5214
6723,5297
6724,5439
6725,5499
6726,5801
6727,5873
6728,5917
6729,5977
6730,6216
6731,6461
6732,6517
6733,6579
6734,6862
6735,7250
6736,1053
6737,1936
6738,1942
6739,2204
6740,3097
6741,835
6742,715
6743,1571
6744,2962
6745,3094
6746,3330
6747,3684
6748,3746
6749,3823
6750,4391
6751,4800
6752,5039
6753,5041
6754,5077
6755,6797
6756,6811
6757,6850
6758,935
6759,982
6760,2066
6761,2874
6762,4190
6763,4798
6764,6260
6765,6273
6766,6357
6767,7614
6768,8008
6769,8502
6770,8989
6771,3490
6772,3627
6773,90321
6774,2327
6775,2930
6776,4100
6777,4285
6778,4815
6779,6518
6780,6563
6781,7026
6782,7177
6783,7225
6784,7257
6785,7782
6786,8010
6787,8391
6788,8591
6789,8633
6790,120637
6791,130075
6792,3537
6793,146036
6794,146048
6795,4978
6796,5404
6797,956
6798,6067
6799,54787
6800,166
6801,397
6802,1336
6803,1771
6804,2026
6805,2298
6806,2451
6807,2519
6808,2525
6809,2655
6810,2814
6811,2957
6812,3024
6813,3589
6814,3630
6815,3709
6816,3833
6817,3840
6818,3843
6819,3857
6820,3931
6821,3933
6822,4222
6823,4266
6824,4414
6825,4417
6826,4425
6827,4514
6828,4560
6829,4576
6830,4685
6831,4758
6832,4786
6833,4969
6834,5042
6835,5160
6836,5165
6837,5189
6838,5235
6839,5306
6840,5331
6841,5387
6842,5545
6843,5583
6844,5597
6845,6009
6846,6244
6847,6301
6848,6597
6849,6615
6850,7244
6851,7891
6852,7895
6853,8136
6854,8138
6855,8746
6856,8793
6857,8932
6858,27604
6859,36509
6860,1629
6861,1740
6862,1829
6863,3063
6864,3138
6865,3283
6866,3804
6867,4215
6868,4676
6869,4870
6870,5125
6871,5213
6872,5506
6873,5509
6874,5555
6875,5694
6876,6036
6877,6037
6878,6087
6879,6293
6880,6543
6881,6839
6882,6926
6883,6997
6884,7019
6885,7410
6886,7837
6887,7887
6888,7990
6889,8527
6890,8749
6891,26976
6892,31107
6893,34292
6894,45635
6895,50740
6896,389
6897,598
6898,645
6899,797
6900,1116
6901,1117
6902,1533
6903,1733
6904,2063
6905,2630
6906,2682
6907,2705
6908,2760
6909,2772
6910,2773
6911,2776
6912,2829
6913,2909
6914,2910
6915,3187
6916,3242
6917,3540
6918,3626
6919,3719
6920,3721
6921,3749
6922,3787
6923,3796
6924,3797
6925,3800
6926,3822
6927,3824
6928,3851
6929,3853
6930,3859
6931,3860
6932,3866
6933,2554
6934,4166
6935,7060
6936,369
6937,907
6938,1417
6939,1600
6940,1650
6941,2104
6942,2168
6943,2179
6944,2568
6945,2586
6946,2624
6947,2704
6948,2939
6949,3598
6950,3965
6951,4098
6952,4970
6953,6460
6954,862
6955,882
6956,1458
6957,51705
6958,62293
6959,65193
6960,68269
6961,79588
6962,81731
6963,93422
6964,93892
6965,94325
6966,95218
6967,98570
6968,101258
6969,101765
6970,105075
6971,109461
6972,111764
6973,113103
6974,3722
6975,26676
6976,26696
6977,52950
6978,324
6979,343
6980,409
6981,414
6982,518
6983,705
6984,710
6985,833
6986,885
6987,1324
6988,1326
6989,1328
6990,1427
6991,1497
6992,1550
6993,2050
6994,2113
6995,2149
6996,2306
6997,2400
6998,2473
6999,2558
7000,2618
7001,2737
7002,2752
7003,2799
7004,2887
7005,3031
7006,3387
7007,3392
7008,3511
7009,3661
7010,3662
7011,3663
7012,3665
7013,3669
7014,3689
7015,3758
7016,3829
7017,3895
7018,3944
7019,3956
7020,4109
7021,4229
7022,4373
7023,4430
7024,4453
7025,4456
7026,4512
7027,4585
7028,4745
7029,4831
7030,4866
7031,5255
7032,5361
7033,5363
7034,5538
7035,5573
7036,5596
7037,5636
7038,5705
7039,5765
7040,5779
7041,5815
7042,5828
7043,6304
7044,6374
7045,6642
7046,6744
7047,6884
7048,6946
7049,6991
7050,7005
7051,7021
7052,7048
7053,7102
7054,7449
7055,7784
7056,7790
7057,7845
7058,7930
7059,8377
7060,8425
7061,8534
7062,8713
7063,8879
7064,9004
7065,9005
7066,26547
7067,26555
7068,26630
7069,26686
7070,26688
7071,26819
7072,26870
7073,26913
7074,27618
7075,27822
7076,31032
7077,31223
7078,31555
7079,32589
7080,33410
7081,33644
7082,34321
7083,36513
7084,37477
7085,37853
7086,38097
7087,40574
7088,41769
7089,42015
7090,43934
7091,44943
7092,45106
7093,46772
7094,48161
7095,48262
7096,48414
7097,48591
7098,48856
7099,49314
7100,49793
7101,50158
7102,52005
7103,52283
7104,52715
7105,53189
7106,53550
7107,53974
7108,54785
7109,55259
7110,57223
7111,58297
7112,58306
7113,58367
7114,58655
7115,59129
7116,60471
7117,60649
7118,61210
7119,62394
7120,64167
7121,65359
7122,67252
7123,69746
7124,2310
7125,3519
7126,4353
7127,4520
7128,918
7129,96417
7130,5534
7131,27765
7132,36630
7133,72591
7134,89780
7135,96004
7136,985
7137,68099
7138,73290
7139,6279
7140,3604
7141,4743
7142,844
7143,2131
7144,2239
7145,3161
7146,3472
7147,3877
7148,3966
7149,4042
7150,4494
7151,4916
7152,5423
7153,5522
7154,7228
7155,7300
7156,26285
7157,26349
7158,26464
7159,26603
7160,26693
7161,50445
7162,67429
7163,6300
7164,7915
7165,8012
7166,27674
7167,33421
7168,33454
7169,2227
7170,2783
7171,2784
7172,2785
7173,3546
7174,3757
7175,4801
7176,4833
7177,5114
7178,5383
7179,6228
7180,6629
7181,6967
7182,6976
7183,7211
7184,8206
7185,8626
7186,8712
7187,8906
7188,25940
7189,26265
7190,26306
7191,40457
7192,45003
7193,47736
7194,53326
7195,91037
7196,116080
7197,123229
7198,123591
7199,336
7200,27073
7201,72405
7202,80590
7203,55805
7204,4662
7205,8007
7206,8731
7207,148238
7208,1656
7209,6568
7210,7437
7211,7440
7212,7572
7213,7753
7214,34538
7215,40826
7216,106254
7217,113862
7218,615
7219,944
7220,1471
7221,2573
7222,3011
7223,3222
7224,3419
7225,3568
7226,3678
7227,3872
7228,437
7229,766
7230,26974
7231,48231
7232,51174
7233,60857
7234,61236
7235,68932
7236,4064
7237,4065
7238,6571
7239,6902
7240,8070
7241,8117
7242,26249
7243,27178
7244,27513
7245,27716
7246,27891
7247,31689
7248,31952
7249,32898
7250,40870
7251,42385
7252,45172
7253,45940
7254,48165
7255,48660
7256,49312
7257,50011
7258,53355
7259,53592
7260,55067
7261,56060
7262,57772
7263,60469
7264,63312
7265,63645
7266,65037
7267,66198
7268,67361
7269,70465
7270,70984
7271,72159
7272,72334
7273,72694
7274,74327
7275,74677
7276,74787
7277,77146
7278,77266
7279,78653
